Country,Year,Access to clean fuels and technologies for cooking (% of population),Access to electricity (% of population),Electric power consumption (kWh per capita),Electricity production from coal sources (% of total),Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),"Electricity production from renewable sources, excluding hydroelectric (% of total)","Electricity production from renewable sources, excluding hydroelectric (kWh)",Energy use (kg of oil equivalent per capita),Fossil fuel energy consumption (% of total),GDP growth (annual %),GDP per capita (current US$),Investment in energy with private participation (current US$),Land area (sq. km),"Population, total",Public private partnerships investment in energy (current US$),Renewable energy consumption (% of total final energy consumption),Total greenhouse gas emissions (kt of CO2 equivalent),CO2 emissions (kt),"Literacy rate, adult total (% of people ages 15 and above)","Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)","Electricity production from oil, gas and coal sources (% of total)","Industry (including construction), value added (annual % growth)","Industry (including construction), value added (current US$)",Employment in industry (% of total employment) (modeled ILO estimate),Urban population growth (annual %),Urban population,Research and development expenditure (% of GDP),"Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net outflows (% of GDP)"
Euro area,2002,100,99.99250734,6480.215542,26.98888385,10.05611632,15.40286572,35.66450283,7.499323083,2.979584913,64815000000,3764.680526,76.60436832,0.940351557,22213.00242,8900000,2679296.46,324141533,23908982000,7.588510355,3287455.942,2684265.9,72.98041534400002,92.93429658,49.89107265,0.127341373,1.76346E+12,29.35640285,0.824121757,237890076,1.839579609,3.517572583,2.639611976
Euro area,2003,100,99.99177417,6618.981274,26.79215281,10.10619176,16.91851691,34.73379984,6.613493668,3.467204596,77930000000,3823.275199,76.44328633,0.682210014,27193.00196,8900000,2679726.46,325904835,6296226000,8.162486728,3341497.433,2741292.4,72.98041534400002,94.17325911,50.32416339,0.571514054,2.13849E+12,28.70613585,0.887291322,240000854,1.806546986,3.035071684,2.676556307
Euro area,2004,100,99.99088389,6741.218258,26.06394662,10.08527894,18.21646944,34.30730284,5.651954609,4.18147234,96330000000,3857.726692,76.32204327,2.293932492,31004.9761,8900000,2679346.46,327702192,16104852000,8.403053248,3350687.028,2754053.7,72.98041534400002,93.38131371,49.93237066,2.50025641,2.44199E+12,28.4038734,0.886646845,242128814,1.784122709,2.658618898,3.790041882
Euro area,2005,100,99.98998533,6784.598445,25.10926166,8.61909099,20.51380347,33.78918698,5.475435868,4.905038303,1.13365E+11,3847.363656,76.11145753,1.68149173,31947.66797,8900000,2679206.46,329398861,10977140000,8.698617533,3334272.664,2746418.1,72.98041534,92.02670509,51.09850099,1.284507587,2.50936E+12,27.91692025,0.848384365,244182997,1.781128113,6.014875366,7.749208884
Euro area,2006,100,99.9895922,6855.680009,24.19949035,9.167791311,21.15519246,33.27461803,5.057011513,5.667613848,1.33336E+11,3839.538312,75.5805138,3.230855438,33794.82226,8900000,2678576.46,330939600,9778110000,9.524735732,3310014.355,2729756.3,72.98041534400002,89.3442688,50.41169432,3.617749502,2.688E+12,27.73716499,0.790061971,246112194,1.802837647,7.313192694,10.00389129
Euro area,2007,100,99.99183696,6861.00901,24.66025007,9.087827084,22.31453938,31.36909847,4.206942993,6.749344891,1.59665E+11,3757.022252,75.21275897,3.001646893,38715.44386,8900000,2678636.46,332660837,16446316000,10.68222053,3279086.011,2692546.8,72.98041534400002,85.28975483,51.18173245,3.13890982,3.09321E+12,27.615026,0.829324207,248153262,1.808349285,9.949888349,11.50401554
Euro area,2008,100,99.99253127,6853.558858,21.86197314,9.559159165,23.93867766,31.56990287,3.917457089,7.681822301,1.83099E+11,3730.593084,74.39048733,0.416671775,42353.18619,8900000,2678097.66,334290264,18058483400,11.38173306,3209335.157,2635002.3,72.98041534,84.75045301,49.71810789,-1.949586699,3.34501E+12,27.08068466,0.794921648,250125886,1.892094533,4.641262062,7.377198266
Euro area,2009,100,99.99528296,6495.91049,20.98535768,10.30654011,23.40195758,31.06791269,3.718930298,9.068944018,2.05239E+11,3511.498483,73.47282059,-4.521139429,38578.92139,8900000,2678017.26,335377620,5122298000,12.43246033,3000429.724,2438244.8,72.98041534400002,83.86579372,48.10624556,-11.08423641,2.86745E+12,25.90653996,0.630552489,251703061,1.988865259,3.386407853,4.148801557
Euro area,2010,100,99.99586705,6772.781692,20.07491102,11.27436572,23.18744732,30.66085386,3.138593406,10.00352214,2.36871E+11,3626.788262,72.78119997,2.180678788,37605.03538,8900000,2679328.66,336171621,8451604000,13.23354787,3055611.954,2502105.4,72.98041534400002,85.04006063,46.40095174,5.198650891,2.8293E+12,25.1941904,0.544855909,253074480,1.996156459,4.241378432,4.928974409
Euro area,2011,100,99.99627552,6643.472438,21.1006982,9.215732621,22.38284605,30.53137035,2.809452318,12.28964931,2.83885E+11,3486.121289,72.33455766,1.714228927,40656.43927,8900000,2679164.46,335442349,17334636000,13.33133401,2953293.226,2412403.2,72.98041534,80.29076349,46.29299656,1.536095751,3.05078E+12,24.90085674,0.084242789,253287677,2.042182597,5.999795804,6.427581896
Euro area,2012,100,100,6636.719001,22.66295393,9.83692046,19.37624198,29.21658411,2.882304839,14.43357017,3.33244E+11,3445.377455,71.69580202,-0.84183248,37594.91772,8900000,2679474.16,336183135,8451604000,14.76764637,2923501.909,2382523.5,72.98041534400002,80.2795916,44.92150075,-2.184507812,2.80622E+12,24.45937455,0.505696927,254568545,2.098199931,4.300454144,4.371100137
Euro area,2013,100,100,6536.447196,22.3768786,11.85224562,16.67400387,29.05278782,2.415577252,15.99856098,3.67773E+11,3404.769172,70.84715102,-0.219682352,39119.9712,8900000,2680874.66,337328817,13007952000,15.57191828,2873680.807,2333241.5,72.98041534400002,79.81814879,41.46645972,-1.409739707,2.89334E+12,23.94523689,0.612937863,256128892,2.11732846,4.573252198,5.291572538
Euro area,2014,100,100,6352.36636,21.79711449,11.98908269,14.80408939,30.09943985,2.362455386,17.24932202,3.86341E+11,3265.989465,69.41660494,1.402605434,39913.12126,8900000,2680862.06,338486932,13007952000,16.18271583,2748215.118,2209017.5,72.98041534400002,75.77191775,38.96365927,1.611139624,2.94952E+12,23.75084167,0.606152234,257681423,2.14932763,2.848958541,4.035368296
Euro area,2015,100,100,6717.245268600001,22.05536149,9.979026475,16.19117441,29.04817842,2.42886527,18.73944232,4.26101E+11,3329.025613,69.95485443,2.049568505,34388.81037,8900000,2680277.66,339514675,13035642000,16.17713732,2791835.497,2256390.7,72.98041534400002,75.4122529,40.67540116,2.998982636,2.59546E+12,23.66859725,0.581765648,259180525,2.138957662,6.737014012,7.819583576
Euro area,2016,100,100,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.710989792,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,1.864024308,35164.06478,80200000,2680670.06,340509447,5560484000,16.23697434,2787276.272,2256275,62.31840134,226.877345,55.24210523199999,2.513960067,2.67082E+12,23.50159844,0.573688552,260667414,2.142625854,4.95030533,5.645283669
Euro area,2017,100,100,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,2.617793484,37157.1126,80200000,2679948.51,341246081,6456292000,16.46828429,2784091.728,2259522.6,62.31840134,226.87734496000002,55.24210523199999,3.035926021,2.8227E+12,23.55633853,0.500969024,261973277,2.182599274,3.800649669,4.519190808
Euro area,2018,100,100,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,1.783348682,40045.56619,80200000,2680001.939,342065158,12885384000,17.42130712,2712054.599,2202668.9,62.31840134,226.877345,55.24210523199999,1.877157332,3.04748E+12,23.53680542,0.531420997,263365458,2.216162644,-0.422060643,1.347882785
Euro area,2019,100,100,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,1.583982869,39183.10234,80200000,2679977.496,342452734,12885384000,18.01043233,2596337.784,2095558.337,62.31840134,226.877345,55.24210523199999,0.547360858,2.97733E+12,23.45313315,0.423939422,264481968,2.260426241,2.60681765,2.725079419
Euro area,2020,100,100,612.2137311,2.786346042,36.99642257399999,21.603925768000003,0.7109897923999999,30.85183342,0.000782548,2200000,846.7468757,48.571332139999996,-6.132405795,38161.66594,80200000,2679977.105,342913447,4957270000,19.7380225,2362049.399,1872835.52,62.31840134,226.877345,55.24210523199999,-6.386357819,2.89912E+12,23.48682221,0.435635748,265634146,2.361710181,-0.05883185,-0.31932617
Europe & Central Asia,2000,95.50866419,99.11700173,4937.535566,27.68840251,17.58866391,21.78343462,25.33156957,5.215944912,1.383598967,64533000000,3192.923887,82.34366636,4.327044618,11667.34207,8900000,27344059.77,862786211,7027312000,7.613372542,8472812.698,6507573.874,96.39608002,125.7308501,54.68778203,4.602589826,2.55824E+12,27.56946801,0.304399864,591738229,1.682350956,8.540624773,9.709265391
Europe & Central Asia,2001,95.72322142,99.15399564,5028.524445,27.31571243,17.42202411,22.15131874,25.70067371,4.767838647,1.505448232,71515000000,3240.006668,82.13178803,2.197640435,11768.86293,8900000,27342569.55,863909133,10977140000,7.622940612,8523196.279,6566293.031,96.49008942,124.734824,54.23486982,1.684433314,2.54203E+12,27.51889075,0.356244349,593846263,1.71904521,4.513530597,5.065411614
Europe & Central Asia,2002,95.88838337,99.19903446,5074.601745,27.31380626,16.06685388,22.82799169,25.90205124,4.951028273,1.816525838,86915000000,3242.92429,82.09195172,1.581492032,12865.05473,8900000,27341867.33,865474170,8706286000,7.567674569,8551355.176,6578328.568,96.67601776,122.54207,55.09282622,0.991405127,2.7329E+12,27.31643288,0.473544952,596658392,1.695226573,3.741572534,3.209055845
Europe & Central Asia,2003,96.06072771,99.21672414,5188.673359,27.88565341,14.93272176,23.91409929,25.59920468,4.533249132,2.105047905,1.03372E+11,3327.258575,82.27396695,1.792078001,15600.8596,8900000,27342375.1,867701442,10523648000,7.692777405,8790413.536,6788126.322,96.76985931,123.041826,56.33300183,1.8470296,3.28032E+12,27.02397145,0.563389545,600019903,1.719267889,2.8871103,2.856586808
Europe & Central Asia,2004,96.21302698,99.23165259,5295.353421,26.58583262,15.8080614,24.86465416,25.26990433,3.797358936,2.57961761,1.29576E+11,3356.123088,81.9615428,3.178786135,18128.95409,8900000,27342358.88,870270838,10572892000,7.9645296,8804559.152,6793339.071,96.90087128,119.8212246,55.24784571,3.35777642,3.8314E+12,26.95374049,0.604899268,603649419,1.694608192,2.810469976,3.773705147
Europe & Central Asia,2005,96.35468669,99.28367335,5374.531238,26.08197017,15.60127697,25.95812284,24.72162809,3.558563682,2.976332333,1.51932E+11,3355.622711,81.77460714,2.661709168,19225.89155,8900000,27342279.66,872913705,12486400000,8.294215983,8807896.678,6788006.384,97.06186676,116.4731511,55.59865669,1.965335708,4.10163E+12,26.80194281,0.61516915,607362884,1.649329839,6.105168573,6.959599671
Europe & Central Asia,2006,96.45444383,99.29733437,5489.984675,26.58688956,15.07720697,26.13229347,24.30261132,3.409643342,3.368652969,1.75622E+11,3398.779882,81.71437698,3.831483942,20749.89102,8900000,27438907.43,875627934,8185942200,8.566950697,8921271.731,6908752.507,97.05441284,113.249627,56.12882637,4.331613406,4.49544E+12,26.80892973,0.618481652,611119312,1.656923621,7.100282661,8.04973172
Europe & Central Asia,2007,96.51738632,99.35915858,5548.298776,26.4644028,14.94813993,27.63373646,23.0535672,2.783168134,3.96544456,2.09566E+11,3370.841163,81.61764451,3.643240033,24158.91244,8900000,27438749.21,878767025,16295321800,9.138588078,8941559.018,6907496.872,97.12386322,108.069709,56.8813074,3.137127626,5.24622E+12,26.9720055,0.668461611,615204410,1.657678503,8.897314749,10.1845278
Europe & Central Asia,2008,96.56503082,99.40701636,5579.568399,25.39536804,15.11104698,28.53751474,22.86799325,2.590133773,4.485777304,2.39374E+11,3376.401579,81.35234459,1.026671941,26480.67129,8900000,27437291.81,882357452,35820479400,9.495205927,8888947.156,6856012.434,97.15885162,107.0203732,56.52301655,-0.946761488,5.79362E+12,26.72502995,0.711869572,619583863,1.720074021,5.361499924,7.112118577
Europe & Central Asia,2009,96.56921527,99.47472397,5292.050123,24.07720633,15.94642781,28.11397876,23.01729232,2.522901665,5.32410719,2.70793E+11,3154.105799,80.2614845,-4.442925021,23197.64344,8900000,27438179.81,885846236,16882396000,10.43587325,8284169.886,6339923.149,97.40518188,105.3582842,54.71408675,-9.894210456,4.76462E+12,25.6801027,0.685990106,623834147,1.810781646,3.222638722,3.141751952
Europe & Central Asia,2010,96.51907808,99.65821114,5525.671251,23.46570342,16.33154427,28.6599181,22.65247425,1.884262903,5.909014175,3.14332E+11,3304.201008,80.14902806,2.686112442,23640.97882,8900000,27439415.61,889222824,10984892000,10.88534545,8549413.768,6579733.278,97.56700897,107.6588745,54.00988443,5.091884356,4.97033E+12,25.37091578,0.658291313,627940793,1.774241512,3.572351327,4.06028885
Europe & Central Asia,2011,96.41812295,99.66436567,5487.300156,24.43776339,14.88551488,27.81044917,22.64275636,1.941226862,7.186542308,3.80609E+11,3275.160708,80.21061628,2.331043262,26151.00929,8900000,27439247.81,891279641,4712448000,10.74887012,8582105.079,6594980.408,97.70388031,104.0287422,54.18943943,2.561439658,5.56979E+12,25.24229916,0.481094561,630961782,1.780369396,4.607819421,4.948776061
Europe & Central Asia,2012,96.31926605,99.8258974,5519.860333,25.28524087,15.78553137,25.52559611,21.99594108,1.961201672,8.397362289,4.49643E+11,3270.164481,79.76864035,0.352401211,25093.6904,8900000,27439386.92,894762079,13178198400,11.60127223,8517898.19,6524680.837,97.80539703,103.5519784,52.77203865,-0.996546098,5.33519E+12,25.0809428,0.638367824,634989639,1.823995677,3.612139492,3.270866353
Europe & Central Asia,2013,96.11532945,99.84949007,5457.658671,24.94024208,16.83443839,24.44584437,21.81387322,1.344819646,9.537717458,5.07581E+11,3217.385553,78.80862161,0.849870427,26090.30283,8900000,27440674.78,899035925,6109628400,12.28885312,8397380.848,6386728.465,97.87165833,101.2288371,50.73090609,-0.099461366,5.50121E+12,24.81714568,0.721507363,639571136,1.805307652,3.242981218,3.890385661
Europe & Central Asia,2014,95.91726581,99.87710995,5369.36502,23.78920259,16.59694596,24.30378598,22.36541722,1.353575985,10.46195889,5.4985E+11,3157.247082,78.37981506,1.925393287,26321.08796,60502000,27440271.62,903601049,6109628400,12.43755586,8118497.949,6104308.523,97.91472626,95.36889527,49.44656456,1.826935251,5.51407E+12,24.82478826,0.752606822,644384592,1.843045027,2.475609203,2.423849216
Europe & Central Asia,2015,95.64853937,99.1688404,4033.3926810000003,23.20447433,16.18090734,24.32042822,16.07664658,1.448981334,11.78189894,6.25026E+11,801.2295449,71.57049154,2.081084707,22560.0453,8900000,27444550.26,908123143,8643062200,12.87934559,8087088.548,6073951.402,97.95932007,60.665031053999996,48.97388388,2.827905213,4.75465E+12,24.57584656,0.757432915,649265373,1.905021478,5.464210211,5.222958895
Europe & Central Asia,2016,95.35437377,99.8326379,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,1.937792206,22380.61799,80200000,27444905.09,912374705,16332342000,12.89364648,8127726.803,6099478.73,98.04750061,166.49814221999998,51.892806384000004,2.091370779,4.70985E+12,24.48300994,0.730336192,654007193,1.885395918,6.56039055,5.109431195
Europe & Central Asia,2017,95.01163657,99.96282314,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,2.873557154,23644.78073,80200000,27444169.81,915855417,10434838000,12.90525223,8211137.386,6166584.297,98.09268951,166.49814221999998,51.892806384000004,3.244782499,5.05321E+12,24.51929183,0.645411403,658228230,1.947252104,4.146180504,4.145884996
Europe & Central Asia,2018,94.69526342,99.97105962,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,2.174963089,25244.03379,80200000,27444846.54,918782553,9724202000,13.48124359,8236631.937,6177967.89,98.14884186,166.49814221999998,51.892806384000004,2.104261534,5.44895E+12,24.54410134,0.590995619,662118330,1.941349483,-1.377651337,0.606140272
Europe & Central Asia,2019,94.27240456,99.95033824,647.6394621000002,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,1.798952171,24870.57647,80200000,27444670.14,921179725,10973314400,14.01967766,8107241.255,6034379.547,98.20648193,166.49814221999998,51.892806384000004,0.957577251,5.33812E+12,24.43756159,0.541729452,665705220,2.006823629,2.670301033,2.560214032
Europe & Central Asia,2020,93.9055907,99.9754754,647.6394621,2.441194611,35.919407961999994,28.765752376000002,0.565417261,20.685859395999998,0.14711608539999999,657400000,791.9122296,45.57043819,-5.599474553,23995.15,80200000,27440570.42,923104113,10434838000,15.14380258,7677337.286,5641772.7,98.25228882,166.49814221999998,51.892806384000004,-4.554100203,5.06741E+12,24.46185954,0.489770833,668965650,2.109715654,0.595065209,0.251706436
Europe & Central Asia (excluding high income),2000,89.38673955,98.28507975,3428.177273,24.00484188,19.0470698,36.40245639,15.46349816,4.605126352,0.024593737,363000000,2759.781572,89.69468424,8.423437394,1788.405846,49600000,22298628,370646199,1922104000,5.112639374,3575912.87,2577216.352,96.86665344,246.8550926,65.01242463,10.45712222,1.99961E+11,25.32706228,0.203129461,238079874,0.71895264,1.219213368,0.653114232
Europe & Central Asia (excluding high income),2001,89.88566289,98.35154985,3467.451371,23.96610238,18.82740712,37.20752093,15.67657819,3.864093063,0.031333915,469000000,2766.88037,89.59467973,2.649334513,1766.924381,3790000000,22297669,370739184,2600076000,5.09291261,3572326.526,2565856.518,96.94550323,239.8625756,65.03771638,2.715547402,1.92402E+11,25.54303055,0.212886957,238586715,0.842774155,2.013310016,0.585712303
Europe & Central Asia (excluding high income),2002,90.26298376,98.43787755,3488.685791,23.44433719,18.62133172,37.70123514,16.07976198,3.688032206,0.032143187,484000000,2799.043374,89.50753292,5.488503299,2024.52034,1512200000,22296328,370807684,908330000,5.09790821,3632129.312,2599642.599,97.03177643,230.1962664,64.83360454,5.137383445,2.08256E+11,25.62050167,0.244032028,239168943,0.870775166,1.678106659,0.681915101
Europe & Central Asia (excluding high income),2003,90.65462156,98.46627432,3610.294968,23.4430914,17.91279011,38.75522303,16.05747974,3.443684804,0.040619297,635000000,2910.228957,89.82900442,6.940253241,2552.669306,8900000,22296325,371072025,2457220000,4.925199464,3775310.391,2707914.413,97.10124969,223.6192592,65.64199923,9.352323274,2.61413E+11,25.70120195,0.340543379,239983417,0.862762879,2.323491485,1.344992286
Europe & Central Asia (excluding high income),2004,91.00135797,98.49105104,3712.97532,21.99082705,19.8405658,39.28314957,15.61445865,2.880092176,0.044462396,714000000,2947.637756,89.65046016,8.289193152,3380.644908,1621160000,22296560,371533136,3843790000,5.14982485,3790915.224,2707329.098,97.27877045,209.197746,64.15406879,10.59821434,3.66573E+11,25.90627632,0.410229595,240967900,0.816276309,3.009054367,1.453938102
